DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date,Adjusted
7/12/2007,TOTL,Total Kenya,12.65,18,29,30,29,29.25,-0.25,0.86%,"56,400",-,,
7/13/2007,TOTL,Total Kenya,12.65,18,28.75,30,29,29,-,-,"57,300",-,,
7/16/2007,TOTL,Total Kenya,12.65,18,29,29.25,29,29,-,-,"9,700",-,,
7/17/2007,TOTL,Total Kenya,12.65,18,28.75,30,28.75,29,-0.25,0.87%,"20,800",-,,
7/19/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,28.75,1,3.36%,"94,300",-,,
7/20/2007,TOTL,Total Kenya,12.65,18,28.5,30,29.75,29.75,-,-,"12,500",-,,
7/23/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.75,-,-,"43,700",-,,
7/24/2007,TOTL,Total Kenya,12.65,18,29.75,32.5,31.75,29.75,2,6.30%,"87,400",-,,
7/25/2007,TOTL,Total Kenya,12.65,18,32.25,34,33,31.75,1.25,3.79%,"32,000",-,,
7/26/2007,TOTL,Total Kenya,12.65,18,32,33.5,33,33,-,-,"9,800",-,,
7/27/2007,TOTL,Total Kenya,12.65,18,30.25,33,32.5,33,-0.5,1.54%,"10,300",-,,
7/30/2007,TOTL,Total Kenya,12.65,18,30,32.5,31.25,32.5,-1.25,4.00%,"28,600",-,,
7/31/2007,TOTL,Total Kenya,12.65,18,30,33,31.25,31.25,-,-,"17,600",-,,
8/1/2007,TOTL,Total Kenya,12.65,18,32.5,32.5,32.5,31.25,1.25,3.85%,500,-,,
8/2/2007,TOTL,Total Kenya,12.65,18,29.25,32.5,30.25,32.5,-2.25,7.44%,"20,900",-,,
8/3/2007,TOTL,Total Kenya,12.65,18,31.5,32,31.5,30.25,1.25,3.97%,"4,000",-,,
8/6/2007,TOTL,Total Kenya,12.65,18,29,32,31.25,31.5,-0.25,0.80%,"7,500",-,,
8/7/2007,TOTL,Total Kenya,12.65,18,31.5,32,31.5,31.25,0.25,0.79%,"12,000",-,,
8/8/2007,TOTL,Total Kenya,12.65,18,29.25,31,29.75,31.5,-1.75,5.88%,"18,500",-,,
8/9/2007,TOTL,Total Kenya,12.65,18,29.75,31.5,30,29.75,0.25,0.83%,"2,300",-,,
8/10/2007,TOTL,Total Kenya,12.65,18,31,31.25,31,30,1,3.23%,"11,400",-,,
8/13/2007,TOTL,Total Kenya,12.65,18,29,31,29.25,31,-1.75,5.98%,"46,500",-,,
8/14/2007,TOTL,Total Kenya,12.65,18,29.5,31,30.75,29.25,1.5,4.88%,"11,400",-,,
8/15/2007,TOTL,Total Kenya,12.65,18,29,31,30.25,30.75,-0.5,1.65%,"22,100",-,,
8/16/2007,TOTL,Total Kenya,12.65,18,29.25,31,30.25,30.25,-,-,"27,900",-,,
8/17/2007,TOTL,Total Kenya,12.65,18,29.25,31,30.25,30.25,-,-,"11,900",-,,
8/20/2007,TOTL,Total Kenya,12.65,18,30.5,31,30.5,30.25,0.25,0.82%,"13,000",-,,
8/21/2007,TOTL,Total Kenya,12.65,18,29.25,31,29.75,30.5,-0.75,2.52%,"66,400",-,,
8/22/2007,TOTL,Total Kenya,12.65,18,29.25,32,30.5,29.75,0.75,2.46%,"66,600",-,,
8/23/2007,TOTL,Total Kenya,12.65,18,29.5,31.5,29.75,30.5,-0.75,2.52%,"23,900",-,,
8/24/2007,TOTL,Total Kenya,12.65,18,28.5,31.5,29.75,29.75,-,-,"60,700",-,,
8/27/2007,TOTL,Total Kenya,12.65,18,30.5,31,30.75,29.75,1,3.25%,"5,700",-,,
8/28/2007,TOTL,Total Kenya,12.65,18,30.75,31.5,31.25,30.75,0.5,1.60%,"9,200",-,,
8/29/2007,TOTL,Total Kenya,12.65,18,31.25,31.25,31.25,31.25,-,-,"2,000",-,,
8/30/2007,TOTL,Total Kenya,12.65,18,29.5,32,30.75,31.25,-0.5,1.63%,"22,500",-,,
8/31/2007,TOTL,Total Kenya,12.65,18,29,31,30,30.75,-0.75,2.50%,"7,100",-,,
9/3/2007,TOTL,Total Kenya,12.65,18,30,31,30.75,30,0.75,2.44%,"2,800",-,,
9/4/2007,TOTL,Total Kenya,12.65,18,29.5,31.5,30.5,30.75,-0.25,0.82%,"23,800",-,,
9/5/2007,TOTL,Total Kenya,12.65,18,30,32,30.25,30.5,-0.25,0.83%,"96,900",-,,
9/6/2007,TOTL,Total Kenya,12.65,18,30,31,30,30.25,-0.25,0.83%,"52,700",-,,
9/7/2007,TOTL,Total Kenya,12.65,18,31,31.75,31,30,1,3.23%,"48,800",-,,
9/10/2007,TOTL,Total Kenya,12.65,18,30,31.5,30,31,-1,3.33%,"45,600",-,,
9/11/2007,TOTL,Total Kenya,12.65,18,30,31.5,30.75,30,0.75,2.44%,"64,200",-,,
9/12/2007,TOTL,Total Kenya,12.65,18,31,31.5,31.25,30.75,0.5,1.60%,"4,500",-,,
9/13/2007,TOTL,Total Kenya,12.65,18,30.75,31.5,31,31.25,-0.25,0.81%,"4,800",-,,
9/14/2007,TOTL,Total Kenya,12.65,18,30,31.5,30.75,31,-0.25,0.81%,"13,400",-,,
9/17/2007,TOTL,Total Kenya,12.65,18,30,31.5,30.75,30.75,-,-,"20,300",-,,
9/18/2007,TOTL,Total Kenya,12.65,18,29.5,31.5,31,30.75,0.25,0.81%,"5,300",-,,
9/19/2007,TOTL,Total Kenya,12.65,18,30,32,31,31,-,-,"42,400",-,,
9/20/2007,TOTL,Total Kenya,12.65,18,31,32,31,31,-,-,"5,400",-,,
9/21/2007,TOTL,Total Kenya,12.65,18,31,31,31,31,-,-,"6,900",-,,
9/24/2007,TOTL,Total Kenya,12.65,18,30,31,30.75,31,-0.25,0.81%,"14,800",-,,
9/25/2007,TOTL,Total Kenya,12.65,18,29.25,31,30,30.75,-0.75,2.50%,"33,000",-,,
9/26/2007,TOTL,Total Kenya,12.65,18,29,31,30,30,-,-,"47,500",-,,
9/27/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,30,-0.75,2.56%,"37,700",-,,
9/28/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,29.25,-,-,"18,100",-,,
10/1/2007,TOTL,Total Kenya,12.65,18,28.25,29.5,28.75,29.25,-0.5,1.74%,"91,200",-,,
10/2/2007,TOTL,Total Kenya,12.65,18,28.75,29.5,28.75,28.75,-,-,"17,800",-,,
10/3/2007,TOTL,Total Kenya,12.65,18,29,30,29,28.75,0.25,0.86%,"27,200",-,,
10/4/2007,TOTL,Total Kenya,12.65,18,28,30,28.75,29,-0.25,0.87%,"88,000",-,,
10/5/2007,TOTL,Total Kenya,12.65,18,28,28.75,28.5,28.75,-0.25,0.88%,"18,400",-,,
10/8/2007,TOTL,Total Kenya,12.65,18,28,29,28,28.5,-0.5,1.79%,"32,000",-,,
10/9/2007,TOTL,Total Kenya,12.65,18,26,27.5,27.25,28,-0.75,2.75%,600,-,,
10/11/2007,TOTL,Total Kenya,12.65,18,26.25,28,26.75,27.25,-0.5,1.87%,"40,000",-,,
10/12/2007,TOTL,Total Kenya,12.65,18,27,28,27,26.75,0.25,0.93%,"24,100",-,,
10/15/2007,TOTL,Total Kenya,12.65,18,27,28,27.25,27,0.25,0.92%,"16,700",-,,
10/16/2007,TOTL,Total Kenya,12.65,18,28,29,28,27.25,0.75,2.68%,"17,600",-,,
10/17/2007,TOTL,Total Kenya,12.65,18,29,29.5,29,28,1,3.45%,"6,800",-,,
10/18/2007,TOTL,Total Kenya,12.65,18,27,30.5,28.25,29,-0.75,2.65%,"47,800",-,,
10/19/2007,TOTL,Total Kenya,12.65,18,29,29.5,29,28.25,0.75,2.59%,"1,100",-,,
10/22/2007,TOTL,Total Kenya,12.65,18,28,31,30,29,1,3.33%,"8,700",-,,
10/23/2007,TOTL,Total Kenya,12.65,18,28.5,30,29,30,-1,3.45%,"15,600",-,,
10/24/2007,TOTL,Total Kenya,12.65,18,28.5,29,28.5,29,-0.5,1.75%,"1,000",-,,
10/25/2007,TOTL,Total Kenya,12.65,18,28,29,28.5,28.5,-,-,"15,600",-,,
10/26/2007,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.5,0.25,0.87%,"10,800",-,,
10/29/2007,TOTL,Total Kenya,12.65,18,27,29,27.5,28.75,-1.25,4.55%,"26,400",-,,
10/30/2007,TOTL,Total Kenya,12.65,18,27,29,27.75,27.5,0.25,0.90%,"11,800",-,,
10/31/2007,TOTL,Total Kenya,12.65,18,28,29,28,27.75,0.25,0.89%,"27,200",-,,
11/1/2007,TOTL,Total Kenya,12.65,18,27.25,28.5,28,28,-,-,"11,700",-,,
11/2/2007,TOTL,Total Kenya,12.65,18,28,29,28,28,-,-,"14,000",-,,
11/5/2007,TOTL,Total Kenya,12.65,18,28,29,28.75,28,0.75,2.61%,"17,800",-,,
11/6/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,28.75,1,3.36%,"14,600",-,,
11/7/2007,TOTL,Total Kenya,12.65,18,29.25,31,29.25,29.75,-0.5,1.71%,"68,700",-,,
11/8/2007,TOTL,Total Kenya,12.65,18,30,31,30.25,29.25,1,3.31%,"16,900",-,,
11/9/2007,TOTL,Total Kenya,12.65,18,29,30,29.5,30.25,-0.75,2.54%,"79,600",-,,
11/12/2007,TOTL,Total Kenya,12.65,18,29.25,30,29.25,29.5,-0.25,0.85%,"4,400",-,,
11/13/2007,TOTL,Total Kenya,12.65,18,30,31,30.25,29.25,1,3.31%,"53,600",-,,
11/14/2007,TOTL,Total Kenya,12.65,18,29.5,30.5,30,30.25,-0.25,0.83%,"26,800",-,,
11/15/2007,TOTL,Total Kenya,12.65,18,29,31,30,30,-,-,"5,400",-,,
11/16/2007,TOTL,Total Kenya,12.65,18,30.5,30.5,30.5,30,0.5,1.64%,200,-,,
11/19/2007,TOTL,Total Kenya,12.65,18,30,30.5,30.25,30.5,-0.25,0.83%,"6,100",-,,
11/20/2007,TOTL,Total Kenya,12.65,18,30,30.5,30,30.25,-0.25,0.83%,"19,100",-,,
11/21/2007,TOTL,Total Kenya,12.65,18,29.5,30.5,29.75,30,-0.25,0.84%,"29,600",-,,
11/22/2007,TOTL,Total Kenya,12.65,18,28,30,29,29.75,-0.75,2.59%,"33,100",-,,
11/23/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29,0.75,2.52%,"7,000",-,,
11/26/2007,TOTL,Total Kenya,12.65,18,29,31,30.25,29.75,0.5,1.65%,"8,700",-,,
11/27/2007,TOTL,Total Kenya,12.65,18,30,31,30,30.25,-0.25,0.83%,"21,900",-,,
11/28/2007,TOTL,Total Kenya,12.65,18,29,31,30,30,-,-,"51,500",-,,
11/29/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,30,-0.25,0.84%,"26,000",-,,
11/30/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.75,-,-,"45,500",-,,
12/3/2007,TOTL,Total Kenya,12.65,18,29,30,29.25,29.75,-0.5,1.71%,"10,900",-,,
12/4/2007,TOTL,Total Kenya,12.65,18,28.5,30,29.25,29.25,-,-,"82,700",-,,
12/5/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.25,0.5,1.68%,"85,400",-,,
12/6/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"12,500",-,,
12/7/2007,TOTL,Total Kenya,12.65,18,29,30,29.75,29.75,-,-,"50,400",-,,
12/10/2007,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"19,900",-,,
12/11/2007,TOTL,Total Kenya,12.65,18,29.75,31,30.25,29.75,0.5,1.65%,"16,000",-,,
12/13/2007,TOTL,Total Kenya,12.65,18,30,30.5,30,30.25,-0.25,0.83%,"126,500",-,,
12/14/2007,TOTL,Total Kenya,12.65,18,29.5,31,30,30,-,-,"71,200",-,,
12/17/2007,TOTL,Total Kenya,12.65,18,28,31,30.25,30,0.25,0.83%,"28,000",-,,
12/18/2007,TOTL,Total Kenya,12.65,18,30,33,32,30.25,1.75,5.47%,"64,900",-,,
12/20/2007,TOTL,Total Kenya,12.65,18,29.75,33.75,31.5,32,-0.5,1.59%,"31,600",-,,
12/21/2007,TOTL,Total Kenya,12.65,18,30.25,33.5,31.5,31.5,-,-,"33,600",-,,
12/24/2007,TOTL,Total Kenya,12.65,18,30,34,33.75,31.5,2.25,6.67%,"18,400",-,,
1/3/2012,TOTL,Total Kenya,13,18,14.4,14.9,14.55,14.75,-0.2,1.37%,"9,800",-,,
1/4/2012,TOTL,Total Kenya,13,18,14.5,15,14.85,14.55,0.3,2.02%,"4,300",-,,
1/5/2012,TOTL,Total Kenya,13,18,14.6,15,14.6,14.85,-0.25,1.71%,"11,000",-,,
1/6/2012,TOTL,Total Kenya,13,18,14.9,15,14.95,14.6,0.35,2.34%,"16,200",-,,
1/9/2012,TOTL,Total Kenya,13,18,14.95,15,14.95,14.95,-,-,"11,400",-,,
1/10/2012,TOTL,Total Kenya,13,18,15,15,15,14.95,0.05,0.33%,"5,100",-,,
1/11/2012,TOTL,Total Kenya,13,18,15,16,15,15,-,-,"2,600",-,,
1/12/2012,TOTL,Total Kenya,13,18,15,16,15.05,15,0.05,0.33%,"6,100",-,,
1/13/2012,TOTL,Total Kenya,13,18,16,16,16,15.05,0.95,5.94%,"3,000",-,,
1/16/2012,TOTL,Total Kenya,13,18,16,16,16,16,-,-,"2,300",-,,
1/17/2012,TOTL,Total Kenya,13,18,15.05,16.5,16.35,16,0.35,2.14%,"14,600",-,,
1/18/2012,TOTL,Total Kenya,13,18,15.5,15.5,15.5,16.35,-0.85,5.48%,"2,400",-,,
1/19/2012,TOTL,Total Kenya,13,18,16,16,16,15.5,0.5,3.13%,"1,500",-,,
1/20/2012,TOTL,Total Kenya,13,18,15.7,16.5,15.8,16,-0.2,1.27%,"3,600",-,,
1/23/2012,TOTL,Total Kenya,13,18,15.8,16,15.95,15.8,0.15,0.94%,"7,700",-,,
1/24/2012,TOTL,Total Kenya,13,18,15.5,16,15.9,15.95,-0.05,0.31%,"2,100",-,,
1/25/2012,TOTL,Total Kenya,13,18,15.75,16.5,16.05,15.9,0.15,0.93%,"23,700",-,,
1/26/2012,TOTL,Total Kenya,13,18,16,16.05,16,16.05,-0.05,0.31%,"1,300",-,,
1/27/2012,TOTL,Total Kenya,13,18,16,16.8,16.15,16,0.15,0.93%,"1,600",-,,
1/30/2012,TOTL,Total Kenya,13,18,16.8,16.8,16.8,16.15,0.65,3.87%,100,-,,
1/31/2012,TOTL,Total Kenya,13,18,16.2,16.2,16.2,16.8,-0.6,3.70%,100,-,,
2/1/2012,TOTL,Total Kenya,13,18,16.5,16.5,16.5,16.2,0.3,1.82%,200,-,,
2/2/2012,TOTL,Total Kenya,13,18,16.5,16.5,16.5,16.5,-,-,"5,500",-,,
2/3/2012,TOTL,Total Kenya,13,18,16.5,16.5,16.5,16.5,-,-,"3,200",-,,
2/6/2012,TOTL,Total Kenya,12.65,18,16,16.5,16.1,16.5,-0.4,2.48%,"10,000",-,,
2/7/2012,TOTL,Total Kenya,12.65,18,16,16.5,16.45,16.1,0.35,2.13%,"8,500",-,,
2/8/2012,TOTL,Total Kenya,12.65,18,16.45,16.5,16.45,16.45,-,-,"3,600",-,,
2/9/2012,TOTL,Total Kenya,12.65,18,17,17,17,16.45,0.55,3.24%,"3,100",-,,
2/10/2012,TOTL,Total Kenya,12.65,18,16.6,17,16.85,17,-0.15,0.89%,"2,700",-,,
2/13/2012,TOTL,Total Kenya,12.65,18,16.85,17,16.95,16.85,0.1,0.59%,"3,700",-,,
2/14/2012,TOTL,Total Kenya,12.65,18,16.5,17.5,17,16.95,0.05,0.29%,"17,000",-,,
2/15/2012,TOTL,Total Kenya,12.65,18,16.9,17,16.95,17,-0.05,0.29%,"4,200",-,,
2/16/2012,TOTL,Total Kenya,12.65,18,16.65,17,16.65,16.95,-0.3,1.80%,"120,300",-,,
2/17/2012,TOTL,Total Kenya,12.65,18,17,17,17,16.65,0.35,2.06%,"2,300",-,,
2/20/2012,TOTL,Total Kenya,12.65,18,17,17,17,17,-,-,"1,800",-,,
2/21/2012,TOTL,Total Kenya,12.65,18,17,17,17,17,-,-,"5,600",-,,
2/22/2012,TOTL,Total Kenya,12.65,18,17,17.5,17.35,17,0.35,2.02%,"3,400",-,,
2/23/2012,TOTL,Total Kenya,12.65,18,17.5,18,17.95,17.35,0.6,3.34%,"3,100",-,,
2/24/2012,TOTL,Total Kenya,12.65,18,17.95,18.5,18.1,17.95,0.15,0.83%,"3,500",-,,
2/27/2012,TOTL,Total Kenya,12.65,18,18,18.1,18.05,18.1,-0.05,0.28%,"3,800",-,,
2/28/2012,TOTL,Total Kenya,12.65,18,17.95,18,17.95,18.05,-0.1,0.56%,400,-,,
2/29/2012,TOTL,Total Kenya,12.65,18,18.05,18.05,18.05,17.95,0.1,0.55%,600,-,,
3/1/2012,TOTL,Total Kenya,12.65,18,17.5,18,17.55,18.05,-0.5,2.85%,"15,200",-,,
3/2/2012,TOTL,Total Kenya,12.65,18,17.55,17.55,17.55,17.55,-,-,0,-,,
3/5/2012,TOTL,Total Kenya,12.65,18,17.55,18,17.75,17.55,0.2,1.13%,"6,100",-,,
3/6/2012,TOTL,Total Kenya,12.65,18,17.5,17.95,17.65,17.75,-0.1,0.57%,"5,600",-,,
3/7/2012,TOTL,Total Kenya,12.65,18,17.6,17.65,17.6,17.65,-0.05,0.28%,"10,000",-,,
3/8/2012,TOTL,Total Kenya,12.65,18,17.5,17.5,17.5,17.6,-0.1,0.57%,500,-,,
3/9/2012,TOTL,Total Kenya,12.65,18,17.6,18,17.9,17.5,0.4,2.23%,"20,800",-,,
3/12/2012,TOTL,Total Kenya,12.65,18,17.6,18,17.9,17.9,-,-,"8,400",-,,
3/13/2012,TOTL,Total Kenya,12.65,18,17.9,18,17.95,17.9,0.05,0.28%,"1,600",-,,
3/14/2012,TOTL,Total Kenya,12.65,18,17.8,18,17.8,17.95,-0.15,0.84%,"2,300",-,,
3/15/2012,TOTL,Total Kenya,12.65,18,17.8,17.8,17.8,17.8,-,-,"2,700",-,,
3/16/2012,TOTL,Total Kenya,12.65,18,17.8,18,17.95,17.8,0.15,0.84%,"10,500",-,,
3/19/2012,TOTL,Total Kenya,12.65,18,17,17.8,17.3,17.95,-0.65,3.76%,"5,200",-,,
3/20/2012,TOTL,Total Kenya,12.65,18,16,17.95,16.4,17.3,-0.9,5.49%,"7,200",-,,
3/21/2012,TOTL,Total Kenya,12.65,18,15.5,15.5,15.5,16.4,-0.9,5.81%,500,-,,
3/22/2012,TOTL,Total Kenya,12.65,18,14,17,15.15,15.5,-0.35,2.31%,"13,800",-,,
3/23/2012,TOTL,Total Kenya,12.65,18,14,15.15,14.5,15.15,-0.65,4.48%,"11,900",-,,
3/26/2012,TOTL,Total Kenya,12.65,18,14.5,14.5,14.5,14.5,-,-,"4,500",-,,
3/27/2012,TOTL,Total Kenya,12.65,18,15.95,15.95,15.95,14.5,1.45,9.09%,"6,100",-,,
3/28/2012,TOTL,Total Kenya,12.65,18,15,15.9,15.25,15.95,-0.7,4.59%,"9,900",-,,
3/29/2012,TOTL,Total Kenya,12.65,18,14.2,15,14.65,15.25,-0.6,4.10%,"15,600",-,,
3/30/2012,TOTL,Total Kenya,12.65,18,14,14.5,14.05,14.65,-0.6,4.27%,"6,600",-,,
4/2/2012,TOTL,Total Kenya,12.65,18,14,14,14,14.05,-0.05,0.36%,"7,500",-,,
4/3/2012,TOTL,Total Kenya,12.65,18,13,14,13.2,14,-0.8,6.06%,"2,600",-,,
4/4/2012,TOTL,Total Kenya,12.65,18,13.5,14,13.9,13.2,0.7,5.04%,"33,500",-,,
4/5/2012,TOTL,Total Kenya,12.65,18,14,14.3,14,13.9,0.1,0.71%,"9,400",-,,
4/10/2012,TOTL,Total Kenya,12.65,18,14,14,14,14,-,-,"9,200",-,,
4/11/2012,TOTL,Total Kenya,12.65,18,14,14.5,14.15,14,0.15,1.06%,"19,100",-,,
4/12/2012,TOTL,Total Kenya,12.65,18,14.3,14.3,14.3,14.15,0.15,1.05%,"1,000",-,,
4/13/2012,TOTL,Total Kenya,12.65,18,14,15.4,14.75,14.3,0.45,3.05%,"6,500",-,,
4/16/2012,TOTL,Total Kenya,12.65,18,14,15.45,14.35,14.75,-0.4,2.79%,"13,600",-,,
4/17/2012,TOTL,Total Kenya,12.65,18,15.2,15.6,15.4,14.35,1.05,6.82%,"21,400",-,,
4/18/2012,TOTL,Total Kenya,12.65,18,15.4,15.4,15.4,15.4,-,-,"27,500",-,,
4/19/2012,TOTL,Total Kenya,12.65,18,15.4,15.4,15.4,15.4,-,-,0,-,,
4/20/2012,TOTL,Total Kenya,12.65,18,15.55,16.25,15.65,15.4,0.25,1.60%,"7,600",-,,
4/23/2012,TOTL,Total Kenya,12.65,18,16,16.25,16.1,15.65,0.45,2.80%,"2,100",-,,
4/25/2012,TOTL,Total Kenya,12.65,18,15.4,16.1,15.8,16.1,-0.3,1.90%,"2,600",-,,
4/26/2012,TOTL,Total Kenya,12.65,18,15.7,16.6,16.1,15.8,0.3,1.86%,"3,400",-,,
4/27/2012,TOTL,Total Kenya,12.65,18,16.5,16.5,16.5,16.1,0.4,2.42%,800,-,,
4/30/2012,TOTL,Total Kenya,12.65,18,15.2,16.5,15.6,16.5,-0.9,5.77%,"10,900",-,,
5/2/2012,TOTL,Total Kenya,12.65,18,15.7,15.7,15.7,15.6,0.1,0.64%,"2,100",-,,
5/3/2012,TOTL,Total Kenya,12.65,18,15.7,16.2,16.05,15.7,0.35,2.18%,"6,000",-,,
5/4/2012,TOTL,Total Kenya,12.65,18,15.9,16,15.9,16.05,-0.15,0.94%,"33,800",-,,
5/7/2012,TOTL,Total Kenya,12.65,18,14.4,16,15,15.9,-0.9,6.00%,"6,700",-,,
5/8/2012,TOTL,Total Kenya,12.65,18,15,15,15,15,-,-,"7,500",-,,
5/9/2012,TOTL,Total Kenya,12.65,18,15,15.75,15,15,-,-,"10,500",-,,
5/10/2012,TOTL,Total Kenya,12.65,18,14,14.75,14.6,15,-0.4,2.74%,"5,400",-,,
5/11/2012,TOTL,Total Kenya,12.65,18,14.7,15,14.9,14.6,0.3,2.01%,"5,700",-,,
5/14/2012,TOTL,Total Kenya,12.65,18,14.9,16,15.35,14.9,0.45,2.93%,"9,500",-,,
5/15/2012,TOTL,Total Kenya,12.65,18,15.35,16,15.8,15.35,0.45,2.85%,"15,600",-,,
5/16/2012,TOTL,Total Kenya,12.65,18,16,17,16.55,15.8,0.75,4.53%,"17,100",-,,
5/17/2012,TOTL,Total Kenya,12.65,18,16.7,16.9,16.8,16.55,0.25,1.49%,"15,600",-,,
5/18/2012,TOTL,Total Kenya,12.65,18,16.5,17,16.85,16.8,0.05,0.30%,"17,600",-,,
5/21/2012,TOTL,Total Kenya,12.65,18,16,16.85,16.5,16.85,-0.35,2.12%,"22,100",-,,
5/22/2012,TOTL,Total Kenya,12.65,18,16.5,16.5,16.5,16.5,-,-,"1,000",-,,
5/23/2012,TOTL,Total Kenya,12.65,18,16,16.5,16,16.5,-0.5,3.13%,"51,000",-,,
5/24/2012,TOTL,Total Kenya,12.65,18,15.5,16.4,16.05,16,0.05,0.31%,"6,700",-,,
5/25/2012,TOTL,Total Kenya,12.65,18,15.5,16,15.75,16.05,-0.3,1.90%,"4,300",-,,
5/28/2012,TOTL,Total Kenya,12.65,18,15.5,16,15.95,15.75,0.2,1.25%,"5,000",-,,
5/29/2012,TOTL,Total Kenya,12.65,18,15.9,16,15.9,15.95,-0.05,0.31%,"6,700",-,,
5/30/2012,TOTL,Total Kenya,12.65,18,15.5,15.9,15.55,15.9,-0.35,2.25%,"9,600",-,,
5/31/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.55,0.05,0.32%,300,-,,
6/4/2012,TOTL,Total Kenya,12.65,18,15.9,16,15.9,15.6,0.3,1.89%,"28,600",-,,
6/5/2012,TOTL,Total Kenya,12.65,18,15.6,16,15.9,15.9,-,-,"10,100",-,,
6/6/2012,TOTL,Total Kenya,12.65,18,16,16,16,15.9,0.1,0.63%,"3,000",-,,
6/7/2012,TOTL,Total Kenya,12.65,18,16,16,16,16,-,-,"24,500",-,,
6/8/2012,TOTL,Total Kenya,12.65,18,16,16,16,16,-,-,"5,800",-,,
6/11/2012,TOTL,Total Kenya,12.65,18,15,16,15.45,16,-0.55,3.56%,"11,900",-,,
6/12/2012,TOTL,Total Kenya,12.65,18,14.9,15.5,15.05,15.45,-0.4,2.66%,"7,100",-,,
6/13/2012,TOTL,Total Kenya,12.65,18,15,15.5,15.1,15.05,0.05,0.33%,"27,500",-,,
6/14/2012,TOTL,Total Kenya,12.65,18,16,16,16,15.1,0.9,5.63%,100,-,,
6/15/2012,TOTL,Total Kenya,12.65,18,15,15.95,15.35,16,-0.65,4.23%,500,-,,
6/18/2012,TOTL,Total Kenya,12.65,18,15.35,15.95,15.65,15.35,0.3,1.92%,"2,000",-,,
6/19/2012,TOTL,Total Kenya,12.65,18,15.65,15.65,15.65,15.65,-,-,500,-,,
6/20/2012,TOTL,Total Kenya,12.65,18,15.4,15.65,15.55,15.65,-0.1,0.64%,"7,300",-,,
6/21/2012,TOTL,Total Kenya,12.65,18,15,15.35,15,15.55,-0.55,3.67%,"14,400",-,,
6/22/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15,0.6,3.85%,"5,000",-,,
6/25/2012,TOTL,Total Kenya,12.65,18,15.05,15.1,15.05,15.6,-0.55,3.65%,"2,000",-,,
6/26/2012,TOTL,Total Kenya,12.65,18,15.05,15.05,15.05,15.05,-,-,"4,500",-,,
6/27/2012,TOTL,Total Kenya,12.65,18,15.5,15.6,15.55,15.05,0.5,3.22%,"8,800",-,,
6/28/2012,TOTL,Total Kenya,12.65,18,15.6,15.8,15.75,15.55,0.2,1.27%,"6,100",-,,
6/29/2012,TOTL,Total Kenya,12.65,18,15.05,15.9,15.45,15.75,-0.3,1.94%,"1,200",-,,
7/2/2012,TOTL,Total Kenya,12.65,18,15.4,15.5,15.45,15.45,-,-,"3,000",-,,
7/3/2012,TOTL,Total Kenya,12.65,18,15.1,15.5,15.45,15.45,-,-,"6,100",-,,
7/4/2012,TOTL,Total Kenya,12.65,18,15.4,15.5,15.45,15.45,-,-,"2,600",-,,
7/5/2012,TOTL,Total Kenya,12.65,18,15.45,15.45,15.45,15.45,-,-,"1,000",-,,
7/6/2012,TOTL,Total Kenya,12.65,18,15.2,15.45,15.2,15.45,-0.25,1.64%,"16,200",-,,
7/9/2012,TOTL,Total Kenya,12.65,18,15.5,16,15.8,15.2,0.6,3.80%,"6,400",-,,
7/10/2012,TOTL,Total Kenya,12.65,18,15.4,15.5,15.4,15.8,-0.4,2.60%,"4,300",-,,
7/11/2012,TOTL,Total Kenya,12.65,18,15.3,15.45,15.3,15.4,-0.1,0.65%,"2,200",-,,
7/12/2012,TOTL,Total Kenya,12.65,18,15.45,15.5,15.45,15.3,0.15,0.97%,"1,100",-,,
7/13/2012,TOTL,Total Kenya,12.65,18,15.45,15.45,15.45,15.45,-,-,300,-,,
7/16/2012,TOTL,Total Kenya,12.65,18,15.45,15.8,15.5,15.45,0.05,0.32%,800,-,,
7/17/2012,TOTL,Total Kenya,12.65,18,15.4,15.45,15.4,15.5,-0.1,0.65%,"1,600",-,,
7/18/2012,TOTL,Total Kenya,12.65,18,15.4,15.5,15.45,15.4,0.05,0.32%,"3,800",-,,
7/19/2012,TOTL,Total Kenya,12.65,18,15.45,15.45,15.45,15.45,-,-,"1,500",-,,
7/20/2012,TOTL,Total Kenya,12.65,18,15.45,15.5,15.45,15.45,-,-,"1,100",-,,
7/23/2012,TOTL,Total Kenya,12.65,18,15.45,15.8,15.45,15.45,-,-,800,-,,
